"","Channel A Ave. (C)","Channel B Ave. (C)"
"00:28:20","36.310","37.081"
"00:28:21","36.315","37.060"
"00:28:22","36.323","37.035"
"00:28:23","36.329","37.016"
"00:28:24","36.331","37.008"
"00:28:25","36.332","37.005"
"00:28:26","36.338","37.003"
"00:28:27","36.340","37.003"
"00:28:28","36.341","37.002"
"00:28:29","36.340","37.002"
"00:28:30","36.343","37.001"
"00:28:31","36.343","37.001"
"00:28:32","36.345","37.000"
"00:28:33","36.345","37.000"
"00:28:34","36.346","37.001"
"00:28:35","36.346","37.001"
"00:28:36","36.346","37.001"
"00:28:37","36.346","37.002"
"00:28:38","36.346","37.002"
"00:28:39","36.346","37.002"
"00:28:40","36.346","37.003"
"00:28:41","36.347","37.005"
"00:28:42","36.347","37.007"
"00:28:43","36.348","37.014"
"00:28:44","36.347","37.030"
"00:28:45","36.349","37.047"
"00:28:46","36.349","37.075"
"00:28:47","36.351","37.092"
"00:28:48","36.351","37.112"
"00:28:49","36.355","37.121"
"00:28:50","36.357","37.127"
"00:28:51","36.360","37.127"
"00:28:52","36.363","37.128"
"00:28:53","36.368","37.128"
"00:28:54","36.369","37.129"
"00:28:55","36.382","37.129"
"00:28:56","36.383","37.129"
"00:28:57","36.396","37.129"
"00:28:58","36.404","37.129"
"00:28:59","36.418","37.129"
"00:29:00","36.428","37.129"
"00:29:01","36.440","37.129"
"00:29:02","36.451","37.129"
"00:29:03","36.461","37.128"
"00:29:04","36.471","37.128"
"00:29:05","36.480","37.128"
"00:29:06","36.499","37.128"
"00:29:07","36.496","37.127"
"00:29:08","36.513","37.126"
"00:29:09","36.516","37.124"
"00:29:10","36.521","37.118"
"00:29:11","36.533","37.113"
"00:29:12","36.538","37.099"
"00:29:13","36.543","37.090"
"00:29:14","36.542","37.086"
"00:29:15","36.546","37.070"
"00:29:16","36.547","37.061"
"00:29:17","36.552","37.049"
"00:29:18","36.552","37.037"
"00:29:19","36.553","37.029"
"00:29:20","36.553","37.027"
"00:29:21","36.555","37.023"
"00:29:22","36.556","37.020"
"00:29:23","36.556","37.020"
"00:29:24","36.556","37.015"
"00:29:25","36.556","37.013"
"00:29:26","36.556","37.009"
"00:29:27","36.557","37.007"
"00:29:28","36.556","37.005"
"00:29:29","36.557","37.004"
"00:29:30","36.557","37.003"
"00:29:31","36.558","37.003"
"00:29:32","36.559","37.003"
"00:29:33","36.560","37.003"
"00:29:34","36.561","37.003"
"00:29:35","36.564","37.003"
"00:29:36","36.566","37.002"
"00:29:37","36.569","37.002"
"00:29:38","36.575","37.003"
"00:29:39","36.581","37.003"
"00:29:40","36.583","37.004"
"00:29:41","36.593","37.004"
"00:29:42","36.612","37.006"
"00:29:43","36.613","37.009"
"00:29:44","36.622","37.015"
"00:29:45","36.639","37.022"
"00:29:46","36.650","37.035"
"00:29:47","36.657","37.036"
"00:29:48","36.682","37.048"
"00:29:49","36.693","37.061"
"00:29:50","36.700","37.069"
"00:29:51","36.714","37.075"
"00:29:52","36.729","37.086"
"00:29:53","36.738","37.097"
"00:29:54","36.742","37.106"
"00:29:55","36.749","37.117"
"00:29:56","36.751","37.122"
"00:29:57","36.760","37.125"
"00:29:58","36.759","37.127"
"00:29:59","36.761","37.128"
"00:30:00","36.762","37.128"
"00:30:01","36.764","37.128"
"00:30:02","36.764","37.128"
"00:30:03","36.765","37.128"
"00:30:04","36.766","37.129"
"00:30:05","36.766","37.128"
"00:30:06","36.766","37.129"
"00:30:07","36.766","37.129"
"00:30:08","36.766","37.129"
"00:30:09","36.767","37.129"
"00:30:10","36.767","37.128"
"00:30:11","36.768","37.129"
"00:30:12","36.767","37.128"
"00:30:13","36.769","37.128"
"00:30:14","36.771","37.128"
"00:30:15","36.774","37.126"
"00:30:16","36.778","37.125"
"00:30:17","36.780","37.118"
"00:30:18","36.788","37.104"
"00:30:19","36.798","37.068"
"00:30:20","36.813","37.037"
"00:30:21","36.818","37.014"
"00:30:22","36.836","37.005"
"00:30:23","36.842","37.003"
"00:30:24","36.871","37.003"
"00:30:25","36.880","37.001"
"00:30:26","36.899","36.998"
"00:30:27","36.922","36.989"
"00:30:28","36.930","36.979"
"00:30:29","36.944","36.973"
"00:30:30","36.954","36.968"
"00:30:31","36.964","36.962"
"00:30:32","36.966","36.960"
"00:30:33","36.970","36.964"
"00:30:34","36.974","36.978"
"00:30:35","36.975","36.982"
"00:30:36","36.975","36.993"
"00:30:37","36.976","36.997"
"00:30:38","36.975","37.000"
"00:30:39","36.976","37.002"
"00:30:40","36.976","37.002"
"00:30:41","36.978","37.003"
"00:30:42","36.979","37.003"
"00:30:43","36.982","37.005"
"00:30:44","36.986","37.007"
"00:30:45","36.992","37.012"
"00:30:46","36.997","37.013"
"00:30:47","37.008","37.012"
"00:30:48","37.012","37.013"
"00:30:49","37.023","37.011"
"00:30:50","37.030","37.010"
"00:30:51","37.054","37.006"
"00:30:52","37.063","37.004"
"00:30:53","37.086","37.003"
"00:30:54","37.108","37.002"
"00:30:55","37.126","37.002"
"00:30:56","37.143","37.002"
"00:30:57","37.154","37.001"
"00:30:58","37.164","37.000"
"00:30:59","37.170","36.997"
"00:31:00","37.177","36.995"
"00:31:01","37.178","36.993"
"00:31:02","37.181","36.987"
"00:31:03","37.184","36.979"
"00:31:04","37.185","36.973"
"00:31:05","37.185","36.968"
"00:31:06","37.186","36.961"
"00:31:07","37.186","36.959"
"00:31:08","37.186","36.956"
"00:31:09","37.187","36.962"
"00:31:10","37.187","36.961"
"00:31:11","37.187","36.967"
"00:31:12","37.188","36.969"
"00:31:13","37.191","36.977"
"00:31:14","37.193","36.985"
"00:31:15","37.197","36.993"
"00:31:16","37.203","36.998"
"00:31:17","37.205","37.001"
"00:31:18","37.212","37.002"
"00:31:19","37.219","37.003"
"00:31:20","37.230","37.004"
"00:31:21","37.240","37.006"
"00:31:22","37.257","37.012"
"00:31:23","37.265","37.022"
"00:31:24","37.294","37.045"
"00:31:25","37.308","37.069"
"00:31:26","37.322","37.086"
"00:31:27","37.333","37.098"
"00:31:28","37.347","37.105"
"00:31:29","37.362","37.115"
"00:31:30","37.368","37.119"
"00:31:31","37.379","37.124"
"00:31:32","37.383","37.122"
"00:31:33","37.389","37.120"
"00:31:34","37.387","37.119"
"00:31:35","37.391","37.114"
"00:31:36","37.392","37.104"
"00:31:37","37.394","37.093"
"00:31:38","37.394","37.088"
"00:31:39","37.395","37.073"
"00:31:40","37.395","37.061"
"00:31:41","37.395","37.050"
"00:31:42","37.396","37.041"
"00:31:43","37.395","37.027"
"00:31:44","37.396","37.021"
"00:31:45","37.396","37.013"
"00:31:46","37.397","37.008"
"00:31:47","37.397","37.005"
"00:31:48","37.400","37.004"
"00:31:49","37.399","37.003"
"00:31:50","37.404","37.002"
"00:31:51","37.405","37.001"
"00:31:52","37.409","37.001"
"00:31:53","37.421","36.998"
"00:31:54","37.424","36.996"
"00:31:55","37.424","36.989"
"00:31:56","37.433","36.987"
"00:31:57","37.444","36.983"
"00:31:58","37.456","36.983"
"00:31:59","37.469","36.984"
"00:32:00","37.491","36.989"
"00:32:01","37.494","36.992"
"00:32:02","37.503","36.994"
"00:32:03","37.514","36.995"
"00:32:04","37.522","36.999"
"00:32:05","37.532","37.001"
"00:32:06","37.545","37.002"
"00:32:07","37.549","37.002"
"00:32:08","37.556","37.003"
"00:32:09","37.565","37.018"
"00:32:10","37.575","37.045"
"00:32:11","37.582","37.067"
"00:32:12","37.589","37.079"
"00:32:13","37.595","37.083"
"00:32:14","37.594","37.082"
"00:32:15","37.601","37.074"
"00:32:16","37.601","37.074"
"00:32:17","37.601","37.066"
"00:32:18","37.602","37.062"
"00:32:19","37.603","37.058"
"00:32:20","37.604","37.055"
"00:32:21","37.604","37.052"
"00:32:22","37.604","37.047"
"00:32:23","37.605","37.046"
"00:32:24","37.605","37.039"
"00:32:25","37.604","37.038"
"00:32:26","37.605","37.030"
"00:32:27","37.605","37.026"
"00:32:28","37.607","37.023"
"00:32:29","37.607","37.021"
"00:32:30","37.609","37.018"
"00:32:31","37.610","37.017"
"00:32:32","37.613","37.011"
"00:32:33","37.619","37.008"
"00:32:34","37.622","37.005"
"00:32:35","37.629","37.006"
"00:32:36","37.642","37.004"
"00:32:37","37.651","37.004"
"00:32:38","37.659","37.003"
"00:32:39","37.677","37.003"
"00:32:40","37.686","37.003"
"00:32:41","37.707","37.003"
"00:32:42","37.720","37.002"
"00:32:43","37.732","37.002"
"00:32:44","37.750","37.002"
"00:32:45","37.761","37.002"
"00:32:46","37.776","37.002"
"00:32:47","37.775","37.002"
"00:32:48","37.781","37.003"
"00:32:49","37.791","37.002"
"00:32:50","37.801","37.002"
"00:32:51","37.803","37.003"
"00:32:52","37.808","37.003"
"00:32:53","37.810","37.004"
"00:32:54","37.810","37.004"
"00:32:55","37.810","37.005"
"00:32:56","37.812","37.009"
"00:32:57","37.814","37.011"
"00:32:58","37.813","37.019"
"00:32:59","37.814","37.019"
"00:33:00","37.814","37.025"
"00:33:01","37.814","37.029"
"00:33:02","37.814","37.036"
"00:33:03","37.814","37.035"
"00:33:04","37.814","37.049"
"00:33:05","37.815","37.066"
"00:33:06","37.816","37.078"
"00:33:07","37.816","37.090"
"00:33:08","37.817","37.092"
"00:33:09","37.816","37.103"
"00:33:10","37.817","37.107"
"00:33:11","37.819","37.110"
"00:33:12","37.821","37.107"
"00:33:13","37.823","37.098"
"00:33:14","37.831","37.095"
"00:33:15","37.830","37.084"
"00:33:16","37.834","37.071"
"00:33:17","37.843","37.053"
"00:33:18","37.852","37.044"
"00:33:19","37.852","37.026"
"00:33:20","37.865","37.016"
"00:33:21","37.866","37.010"
"00:33:22","37.880","37.005"
"00:33:23","37.875","37.003"
"00:33:24","37.876","37.003"
"00:33:25","37.888","37.002"
"00:33:26","37.898","37.003"
"00:33:27","37.905","37.002"
"00:33:28","37.911","37.001"
"00:33:29","37.916","37.001"
"00:33:30","37.929","37.000"
"00:33:31","37.934","36.998"
"00:33:32","37.939","36.998"
"00:33:33","37.949","36.993"
"00:33:34","37.953","36.991"
"00:33:35","37.968","36.992"
"00:33:36","37.964","36.995"
"00:33:37","37.971","36.996"
"00:33:38","37.981","36.999"
"00:33:39","37.989","37.001"
"00:33:40","37.987","37.002"
"00:33:41","37.994","37.002"
"00:33:42","37.996","37.002"
"00:33:43","38.002","37.003"
"00:33:44","38.002","37.003"
"00:33:45","38.003","37.003"
"00:33:46","38.005","37.004"
"00:33:47","38.013","37.005"
"00:33:48","38.015","37.010"
"00:33:49","38.014","37.016"
"00:33:50","38.017","37.022"
"00:33:51","38.018","37.035"
"00:33:52","38.020","37.055"
"00:33:53","38.018","37.071"
"00:33:54","38.022","37.086"
"00:33:55","38.021","37.098"
"00:33:56","38.020","37.103"
"00:33:57","38.021","37.105"
"00:33:58","38.021","37.106"
"00:33:59","38.023","37.104"
"00:34:00","38.022","37.102"
"00:34:01","38.023","37.092"
"00:34:02","38.023","37.083"
"00:34:03","38.024","37.072"
"00:34:04","38.024","37.065"
"00:34:05","38.024","37.052"
"00:34:06","38.024","37.045"
"00:34:07","38.024","37.029"
"00:34:08","38.024","37.021"
"00:34:09","38.024","37.014"
"00:34:10","38.024","37.008"
"00:34:11","38.024","37.007"
"00:34:12","38.024","37.004"
"00:34:13","38.023","37.003"
"00:34:14","38.023","37.003"
"00:34:15","38.022","37.002"
"00:34:16","38.020","37.002"
"00:34:17","38.021","37.002"
"00:34:18","38.014","37.000"
"00:34:19","37.988","36.997"
"00:34:20","37.928","36.998"
"00:34:21","37.848","36.997"
"00:34:22","37.817","36.999"
"00:34:23","37.811","37.001"
"00:34:24","37.732","37.000"
"00:34:25","37.617","37.002"
"00:34:26","37.604","37.002"
"00:34:27","37.594","37.002"
"00:34:28","37.566","37.003"
"00:34:29","37.543","37.002"
"00:34:30","37.527","37.003"
"00:34:31","37.498","37.003"
"00:34:32","37.468","37.004"
"00:34:33","37.433","37.006"
"00:34:34","37.407","37.009"
"00:34:35","37.398","37.015"
"00:34:36","37.396","37.027"
"00:34:37","37.394","37.043"
"00:34:38","37.391","37.059"
"00:34:39","37.368","37.074"
"00:34:40","37.313","37.090"
"00:34:41","37.258","37.103"
"00:34:42","37.215","37.109"
"00:34:43","37.195","37.114"
"00:34:44","37.185","37.120"
"00:34:45","37.185","37.120"
"00:34:46","37.181","37.120"
"00:34:47","37.172","37.123"
"00:34:48","37.143","37.121"
"00:34:49","37.107","37.123"
"00:34:50","37.051","37.124"
"00:34:51","37.012","37.123"
"00:34:52","36.984","37.121"
"00:34:53","36.978","37.121"
"00:34:54","36.976","37.118"
"00:34:55","36.975","37.118"
"00:34:56","36.973","37.107"
"00:34:57","36.964","37.103"
"00:34:58","36.947","37.096"
"00:34:59","36.911","37.079"
"00:35:00","36.864","37.068"
"00:35:01","36.812","37.056"
"00:35:02","36.787","37.042"
"00:35:03","36.773","37.031"
"00:35:04","36.768","37.014"
"00:35:05","36.766","37.009"
"00:35:06","36.765","37.004"
"00:35:07","36.764","37.003"
"00:35:08","36.759","37.003"
"00:35:09","36.738","37.002"
"00:35:10","36.707","37.002"
"00:35:11","36.657","37.002"
"00:35:12","36.631","37.000"
"00:35:13","36.611","36.999"
"00:35:14","36.586","36.996"
"00:35:15","36.570","36.995"
"00:35:16","36.559","36.994"
"00:35:17","36.557","36.990"
"00:35:18","36.556","36.987"
"00:35:19","36.556","36.983"
"00:35:20","36.553","36.977"
"00:35:21","36.545","36.966"
"00:35:22","36.536","36.964"
"00:35:23","36.517","36.966"
"00:35:24","36.491","36.971"
"00:35:25","36.459","36.977"
"00:35:26","36.426","36.991"
"00:35:27","36.397","36.998"
"00:35:28","36.370","37.001"
"00:35:29","36.354","37.003"
"00:35:30","36.349","37.003"
"00:35:31","36.347","37.006"
"00:35:32","36.347","37.012"
"00:35:33","36.346","37.025"
"00:35:34","36.346","37.056"
"00:35:35","36.346","37.076"
"00:35:36","36.345","37.098"
"00:35:37","36.343","37.112"
"00:35:38","36.339","37.117"
"00:35:39","36.327","37.122"
"00:35:40","36.312","37.125"
"00:35:41","36.293","37.127"
"00:35:42","36.271","37.128"
"00:35:43","36.250","37.127"
"00:35:44","36.226","37.127"
"00:35:45","36.196","37.127"
"00:35:46","36.190","37.124"
"00:35:47","36.179","37.120"
"00:35:48","36.169","37.109"
"00:35:49","36.165","37.086"
"00:35:50","36.163","37.057"
"00:35:51","36.160","37.035"
"00:35:52","36.160","37.016"
"00:35:53","36.160","37.009"
"00:35:54","36.160","37.005"
"00:35:55","36.160","37.003"
"00:35:56","36.160","37.003"
"00:35:57","36.159","37.002"
"00:35:58","36.158","37.000"
"00:35:59","36.157","36.995"
"00:36:00","36.154","36.984"
"00:36:01","36.154","36.981"
"00:36:02","36.149","36.974"
"00:36:03","36.147","36.973"
"00:36:04","36.140","36.969"
"00:36:05","36.132","36.968"
"00:36:06","36.134","36.972"
"00:36:07","36.126","36.981"
"00:36:08","36.128","36.984"
"00:36:09","36.118","36.995"
"00:36:10","36.115","36.998"
"00:36:11","36.107","37.006"
"00:36:12","36.092","37.002"
"00:36:13","36.076","37.002"
"00:36:14","36.067","37.003"
"00:36:15","36.068","37.005"
"00:36:16","36.060","37.015"
"00:36:17","36.055","37.047"
"00:36:18","36.053","37.083"
"00:36:19","36.047","37.112"
"00:36:20","36.039","37.126"
"00:36:21","36.040","37.129"
"00:36:22","36.034","37.131"
"00:36:23","36.034","37.139"
"00:36:24","36.030","37.183"
"00:36:25","36.028","37.228"
"00:36:26","36.027","37.255"
"00:36:27","36.026","37.266"
"00:36:28","36.027","37.268"
"00:36:29","36.026","37.268"
"00:36:30","36.026","37.269"
"00:36:31","36.027","37.277"
"00:36:32","36.027","37.130"
"00:36:33","36.026","36.723"
"00:36:34","36.025","36.228"
"00:36:35","36.025","35.706"
"00:36:36","36.025","35.162"
"00:36:37","36.025","34.657"
"00:36:38","36.024","33.991"
"00:36:39","36.024","33.343"
"00:36:40","36.025","32.715"
"00:36:41","36.025","31.231"
"00:36:42","36.024","28.285"
"00:36:43","36.024","26.326"
"00:36:44","36.023","25.106"
"00:36:45","36.022","24.832"
"00:36:46","36.020","24.830"
"00:36:47","36.020","24.831"
"00:36:48","36.014","24.830"
"00:36:49","36.013","24.829"
"00:36:50","36.008","24.831"
"00:36:51","36.006","24.829"
"00:36:52","36.001","24.830"
"00:36:53","35.995","24.831"
"00:36:54","35.995","24.830"
"00:36:55","35.989","24.830"
"00:36:56","35.990","24.830"
"00:36:57","35.987","25.154"
"00:36:58","35.979","29.024"
"00:36:59","35.982","32.263"
"00:37:00","35.981","34.077"
"00:37:01","35.980","35.107"
"00:37:02","35.972","35.614"
"00:37:03","35.960","35.976"
"00:37:04","35.958","36.199"
"00:37:05","35.956","36.369"
"00:37:06","35.947","36.492"
"00:37:07","35.941","36.585"
"00:37:08","35.937","36.634"
"00:37:09","35.931","36.733"
"00:37:10","35.927","36.771"
"00:37:11","35.926","36.865"
"00:37:12","35.923","36.886"
"00:37:13","35.917","36.949"
"00:37:14","35.914","36.993"
"00:37:15","35.911","37.002"
"00:37:16","35.912","37.003"
"00:37:17","35.909","37.007"
"00:37:18","35.907","37.026"
"00:37:19","35.907","37.038"
"00:37:20","35.901","37.044"
"00:37:21","35.901","37.050"
"00:37:22","35.901","37.059"
"00:37:23","35.897","37.067"
"00:37:24","35.896","37.073"
"00:37:25","35.895","37.078"
"00:37:26","35.895","37.091"
"00:37:27","35.895","37.092"
"00:37:28","35.896","37.098"
"00:37:29","35.894","37.103"
"00:37:30","35.894","37.104"
"00:37:31","35.893","37.106"
"00:37:32","35.892","37.108"
"00:37:33","35.893","37.104"
"00:37:34","35.893","37.109"
"00:37:35","35.893","37.106"
"00:37:36","35.893","37.107"
"00:37:37","35.892","37.107"
"00:37:38","35.891","37.111"
"00:37:39","35.891","37.111"
"00:37:40","35.891","37.110"
"00:37:41","35.892","37.103"
"00:37:42","35.891","37.096"
"00:37:43","35.891","37.095"
"00:37:44","35.891","37.092"
"00:37:45","35.891","37.090"
"00:37:46","35.891","37.091"
"00:37:47","35.891","37.087"
"00:37:48","35.891","37.092"
"00:37:49","35.891","37.088"
"00:37:50","35.890","37.088"
"00:37:51","35.890","37.085"
"00:37:52","35.891","37.085"
"00:37:53","35.891","37.081"
"00:37:54","35.891","37.082"
"00:37:55","35.890","37.078"
"00:37:56","35.890","37.074"
"00:37:57","35.890","37.072"
"00:37:58","35.890","37.078"
"00:37:59","35.890","37.080"
"00:38:00","35.890","37.087"
"00:38:01","35.890","37.095"
"00:38:02","35.890","37.095"
"00:38:03","35.889","37.098"
"00:38:04","35.890","37.107"
"00:38:05","35.890","37.103"
"00:38:06","35.890","37.079"
"00:38:07","35.889","37.064"
"00:38:08","35.889","37.054"
"00:38:09","35.889","37.049"
"00:38:10","35.888","37.042"
"00:38:11","35.889","37.032"
"00:38:12","35.888","37.027"
"00:38:13","35.888","37.018"
"00:38:14","35.887","37.011"
"00:38:15","35.886","37.004"
"00:38:16","35.883","37.003"
"00:38:17","35.883","37.003"
"00:38:18","35.881","37.003"
"00:38:19","35.880","37.002"
"00:38:20","35.879","37.002"
"00:38:21","35.877","36.999"
"00:38:22","35.874","36.998"
"00:38:23","35.872","36.992"
"00:38:24","35.872","36.988"
"00:38:25","35.869","36.980"
"00:38:26","35.867","36.973"
"00:38:27","35.867","36.951"
"00:38:28","35.862","36.942"
"00:38:29","35.856","36.931"
"00:38:30","35.859","36.921"
"00:38:31","35.856","36.905"
"00:38:32","35.853","36.896"
"00:38:33","35.849","36.892"
"00:38:34","35.846","36.885"
"00:38:35","35.839","36.883"
"00:38:36","35.834","36.881"
"00:38:37","35.831","36.879"
"00:38:38","35.826","36.878"
"00:38:39","35.828","36.877"
"00:38:40","35.824","36.877"
"00:38:41","35.823","36.877"
"00:38:42","35.816","36.877"
"00:38:43","35.809","36.877"
"00:38:44","35.807","36.877"
"00:38:45","35.800","36.876"
"00:38:46","35.796","36.875"
"00:38:47","35.786","36.875"
"00:38:48","35.787","36.875"
"00:38:49","35.785","36.873"
"00:38:50","35.782","36.869"
"00:38:51","35.777","36.866"
"00:38:52","35.776","36.862"
"00:38:53","35.773","36.858"
"00:38:54","35.772","36.857"
"00:38:55","35.768","36.850"
"00:38:56","35.767","36.844"
"00:38:57","35.764","36.835"
"00:38:58","35.762","36.824"
"00:38:59","35.762","36.815"
"00:39:00","35.761","36.807"
"00:39:01","35.761","36.797"
"00:39:02","35.759","36.788"
"00:39:03","35.758","36.779"
"00:39:04","35.759","36.770"
"00:39:05","35.759","36.766"
"00:39:06","35.758","36.761"
"00:39:07","35.757","36.760"
"00:39:08","35.757","36.756"
"00:39:09","35.757","36.755"
"00:39:10","35.756","36.753"
"00:39:11","35.757","36.752"
"00:39:12","35.757","36.752"
"00:39:13","35.757","36.751"
"00:39:14","35.756","36.751"
"00:39:15","35.756","36.751"
"00:39:16","35.757","36.751"
"00:39:17","35.756","36.751"
"00:39:18","35.756","36.751"
"00:39:19","35.756","36.751"
"00:39:20","35.756","36.750"
"00:39:21","35.756","36.750"
"00:39:22","35.755","36.749"
"00:39:23","35.754","36.748"
"00:39:24","35.755","36.745"
"00:39:25","35.754","36.745"
"00:39:26","35.753","36.742"
"00:39:27","35.754","36.740"
"00:39:28","35.752","36.733"
"00:39:29","35.753","36.726"
"00:39:30","35.753","36.717"
"00:39:31","35.751","36.708"
"00:39:32","35.752","36.704"
"00:39:33","35.750","36.696"
"00:39:34","35.749","36.684"
"00:39:35","35.748","36.679"
"00:39:36","35.747","36.666"
"00:39:37","35.745","36.661"
"00:39:38","35.745","36.651"
"00:39:39","35.744","36.651"
"00:39:40","35.743","36.646"
"00:39:41","35.742","36.637"
"00:39:42","35.739","36.636"
"00:39:43","35.739","36.632"
"00:39:44","35.732","36.629"
"00:39:45","35.732","36.630"
"00:39:46","35.726","36.626"
"00:39:47","35.726","36.626"
"00:39:48","35.726","36.627"
"00:39:49","35.727","36.626"
"00:39:50","35.728","36.626"
"00:39:51","35.721","36.626"
"00:39:52","35.725","36.626"
"00:39:53","35.718","36.625"
"00:39:54","35.712","36.625"
"00:39:55","35.706","36.625"
"00:39:56","35.706","36.624"
"00:39:57","35.700","36.624"
"00:39:58","35.698","36.623"
"00:39:59","35.690","36.622"
"00:40:00","35.689","36.622"
"00:40:01","35.683","36.618"
"00:40:02","35.677","36.615"
"00:40:03","35.680","36.613"
"00:40:04","35.677","36.607"
"00:40:05","35.669","36.606"
"00:40:06","35.667","36.601"
"00:40:07","35.664","36.595"
"00:40:08","35.661","36.593"
"00:40:09","35.657","36.587"
"00:40:10","35.656","36.583"
"00:40:11","35.650","36.575"
"00:40:12","35.648","36.571"
"00:40:13","35.647","36.563"
"00:40:14","35.645","36.553"
"00:40:15","35.645","36.546"
"00:40:16","35.640","36.538"
"00:40:17","35.640","36.533"
"00:40:18","35.635","36.523"
"00:40:19","35.633","36.518"
"00:40:20","35.635","36.514"
"00:40:21","35.634","36.509"
"00:40:22","35.632","36.511"
"00:40:23","35.632","36.508"
"00:40:24","35.628","36.505"
"00:40:25","35.628","36.507"
"00:40:26","35.627","36.505"
"00:40:27","35.627","36.504"
"00:40:28","35.626","36.503"
"00:40:29","35.626","36.503"
"00:40:30","35.625","36.504"
"00:40:31","35.625","36.503"
"00:40:32","35.625","36.504"
"00:40:33","35.624","36.503"
"00:40:34","35.624","36.503"
"00:40:35","35.624","36.506"
"00:40:36","35.623","36.508"
"00:40:37","35.622","36.506"
"00:40:38","35.622","36.509"
"00:40:39","35.623","36.507"
"00:40:40","35.622","36.506"
"00:40:41","35.622","36.508"
"00:40:42","35.622","36.507"
"00:40:43","35.622","36.506"
"00:40:44","35.622","36.504"
"00:40:45","35.622","36.503"
"00:40:46","35.621","36.503"
"00:40:47","35.622","36.502"
"00:40:48","35.622","36.500"
"00:40:49","35.622","36.500"
"00:40:50","35.621","36.500"
"00:40:51","35.622","36.500"
"00:40:52","35.621","36.499"
"00:40:53","35.622","36.499"
"00:40:54","35.621","36.499"
"00:40:55","35.621","36.498"
"00:40:56","35.621","36.498"
"00:40:57","35.621","36.498"
"00:40:58","35.621","36.498"
"00:40:59","35.621","36.495"
"00:41:00","35.621","36.494"
"00:41:01","35.621","36.491"
"00:41:02","35.621","36.489"
"00:41:03","35.621","36.489"
"00:41:04","35.621","36.486"
"00:41:05","35.621","36.485"
"00:41:06","35.621","36.479"
"00:41:07","35.620","36.478"
"00:41:08","35.620","36.475"
"00:41:09","35.620","36.469"
"00:41:10","35.621","36.465"
"00:41:11","35.620","36.460"
"00:41:12","35.620","36.456"
"00:41:13","35.621","36.453"
"00:41:14","35.621","36.451"
"00:41:15","35.620","36.446"
"00:41:16","35.620","36.441"
"00:41:17","35.620","36.437"
"00:41:18","35.620","36.431"
"00:41:19","35.620","36.424"
"00:41:20","35.620","36.423"
"00:41:21","35.620","36.422"
"00:41:22","35.619","36.417"
"00:41:23","35.618","36.419"
"00:41:24","35.619","36.415"
"00:41:25","35.618","36.411"
"00:41:26","35.618","36.404"
"00:41:27","35.620","36.401"
"00:41:28","35.617","36.400"
"00:41:29","35.616","36.397"
"00:41:30","35.614","36.393"
"00:41:31","35.615","36.394"
"00:41:32","35.616","36.394"
"00:41:33","35.616","36.393"
"00:41:34","35.617","36.393"
"00:41:35","35.615","36.393"
"00:41:36","35.616","36.387"
"00:41:37","35.615","36.388"
"00:41:38","35.613","36.385"
"00:41:39","35.614","36.386"
"00:41:40","35.616","36.384"
"00:41:41","35.615","36.382"
"00:41:42","35.612","36.384"
"00:41:43","35.614","36.382"
"00:41:44","35.610","36.380"
"00:41:45","35.609","36.380"
"00:41:46","35.608","36.378"
"00:41:47","35.607","36.378"
"00:41:48","35.611","36.378"
"00:41:49","35.608","36.377"
"00:41:50","35.612","36.378"
"00:41:51","35.609","36.378"
"00:41:52","35.613","36.377"
"00:41:53","35.614","36.376"
"00:41:54","35.610","36.376"
"00:41:55","35.610","36.375"
"00:41:56","35.614","36.376"
"00:41:57","35.612","36.374"
"00:41:58","35.610","36.375"
"00:41:59","35.611","36.375"
"00:42:00","35.611","36.375"
"00:42:01","35.611","36.375"
"00:42:02","35.613","36.375"
"00:42:03","35.613","36.374"
"00:42:04","35.613","36.374"
"00:42:05","35.611","36.374"
"00:42:06","35.614","36.374"
"00:42:07","35.614","36.374"
"00:42:08","35.616","36.374"
"00:42:09","35.613","36.374"
"00:42:10","35.616","36.374"
"00:42:11","35.614","36.374"
"00:42:12","35.612","36.374"
"00:42:13","35.616","36.374"
"00:42:14","35.616","36.374"
"00:42:15","35.617","36.374"
"00:42:16","35.617","36.374"
"00:42:17","35.618","36.373"
"00:42:18","35.618","36.374"
"00:42:19","35.619","36.374"
"00:42:20","35.619","36.374"
"00:42:21","35.619","36.374"
"00:42:22","35.619","36.373"
"00:42:23","35.619","36.374"
"00:42:24","35.619","36.373"
"00:42:25","35.620","36.373"
"00:42:26","35.620","36.373"
"00:42:27","35.620","36.374"
"00:42:28","35.620","36.373"
"00:42:29","35.621","36.374"
"00:42:30","35.621","36.374"
"00:42:31","35.621","36.374"
"00:42:32","35.621","36.373"
"00:42:33","35.620","36.373"
"00:42:34","35.621","36.374"
"00:42:35","35.621","36.374"
"00:42:36","35.621","36.374"
"00:42:37","35.622","36.374"
"00:42:38","35.621","36.374"
"00:42:39","35.621","36.374"
"00:42:40","35.621","36.373"
"00:42:41","35.622","36.374"
"00:42:42","35.621","36.373"
"00:42:43","35.621","36.374"
"00:42:44","35.621","36.374"
"00:42:45","35.621","36.374"
"00:42:46","35.621","36.373"
"00:42:47","35.621","36.374"
"00:42:48","35.622","36.374"
"00:42:49","35.622","36.373"
"00:42:50","35.622","36.373"
"00:42:51","35.622","36.373"
"00:42:52","35.622","36.374"
