"","Channel A Ave. (C)","Channel B Ave. (C)"
"00:42:53","35.622","36.372"
"00:42:54","35.622","36.373"
"00:42:55","35.623","36.372"
"00:42:56","35.623","36.373"
"00:42:57","35.623","36.372"
"00:42:58","35.623","36.372"
"00:42:59","35.623","36.373"
"00:43:00","35.624","36.373"
"00:43:01","35.624","36.373"
"00:43:02","35.624","36.373"
"00:43:03","35.623","36.373"
"00:43:04","35.628","36.373"
"00:43:05","35.624","36.374"
"00:43:06","35.629","36.374"
"00:43:07","35.626","36.374"
"00:43:08","35.628","36.374"
"00:43:09","35.629","36.374"
"00:43:10","35.630","36.374"
"00:43:11","35.632","36.374"
"00:43:12","35.634","36.374"
"00:43:13","35.637","36.374"
"00:43:14","35.638","36.374"
"00:43:15","35.638","36.374"
"00:43:16","35.640","36.375"
"00:43:17","35.640","36.375"
"00:43:18","35.647","36.375"
"00:43:19","35.644","36.376"
"00:43:20","35.648","36.376"
"00:43:21","35.652","36.376"
"00:43:22","35.653","36.376"
"00:43:23","35.656","36.377"
"00:43:24","35.660","36.377"
"00:43:25","35.662","36.378"
"00:43:26","35.667","36.379"
"00:43:27","35.669","36.377"
"00:43:28","35.669","36.381"
"00:43:29","35.670","36.382"
"00:43:30","35.672","36.381"
"00:43:31","35.671","36.382"
"00:43:32","35.683","36.384"
"00:43:33","35.684","36.385"
"00:43:34","35.683","36.384"
"00:43:35","35.691","36.385"
"00:43:36","35.691","36.386"
"00:43:37","35.691","36.386"
"00:43:38","35.699","36.387"
"00:43:39","35.702","36.389"
"00:43:40","35.704","36.387"
"00:43:41","35.706","36.388"
"00:43:42","35.706","36.387"
"00:43:43","35.710","36.392"
"00:43:44","35.704","36.396"
"00:43:45","35.710","36.401"
"00:43:46","35.716","36.405"
"00:43:47","35.715","36.407"
"00:43:48","35.715","36.412"
"00:43:49","35.724","36.417"
"00:43:50","35.723","36.422"
"00:43:51","35.724","36.428"
"00:43:52","35.723","36.431"
"00:43:53","35.729","36.434"
"00:43:54","35.727","36.443"
"00:43:55","35.733","36.452"
"00:43:56","35.734","36.457"
"00:43:57","35.736","36.460"
"00:43:58","35.737","36.467"
"00:43:59","35.737","36.473"
"00:44:00","35.739","36.478"
"00:44:01","35.742","36.481"
"00:44:02","35.745","36.485"
"00:44:03","35.745","36.485"
"00:44:04","35.746","36.490"
"00:44:05","35.747","36.492"
"00:44:06","35.749","36.493"
"00:44:07","35.746","36.495"
"00:44:08","35.749","36.494"
"00:44:09","35.752","36.497"
"00:44:10","35.752","36.496"
"00:44:11","35.753","36.498"
"00:44:12","35.753","36.498"
"00:44:13","35.753","36.498"
"00:44:14","35.754","36.499"
"00:44:15","35.754","36.499"
"00:44:16","35.754","36.500"
"00:44:17","35.754","36.500"
"00:44:18","35.755","36.500"
"00:44:19","35.756","36.500"
"00:44:20","35.756","36.500"
"00:44:21","35.756","36.500"
"00:44:22","35.756","36.500"
"00:44:23","35.756","36.500"
"00:44:24","35.757","36.501"
"00:44:25","35.756","36.500"
"00:44:26","35.756","36.500"
"00:44:27","35.757","36.500"
"00:44:28","35.757","36.501"
"00:44:29","35.758","36.501"
"00:44:30","35.758","36.500"
"00:44:31","35.759","36.500"
"00:44:32","35.760","36.500"
"00:44:33","35.760","36.500"
"00:44:34","35.762","36.500"
"00:44:35","35.765","36.500"
"00:44:36","35.765","36.501"
"00:44:37","35.769","36.501"
"00:44:38","35.770","36.500"
"00:44:39","35.775","36.501"
"00:44:40","35.775","36.501"
"00:44:41","35.777","36.502"
"00:44:42","35.785","36.501"
"00:44:43","35.788","36.501"
"00:44:44","35.794","36.501"
"00:44:45","35.797","36.501"
"00:44:46","35.800","36.501"
"00:44:47","35.804","36.502"
"00:44:48","35.810","36.502"
"00:44:49","35.812","36.502"
"00:44:50","35.809","36.503"
"00:44:51","35.821","36.503"
"00:44:52","35.822","36.505"
"00:44:53","35.831","36.506"
"00:44:54","35.834","36.507"
"00:44:55","35.834","36.505"
"00:44:56","35.838","36.507"
"00:44:57","35.845","36.508"
"00:44:58","35.851","36.510"
"00:44:59","35.851","36.514"
"00:45:00","35.859","36.516"
"00:45:01","35.859","36.516"
"00:45:02","35.867","36.517"
"00:45:03","35.864","36.519"
"00:45:04","35.868","36.521"
"00:45:05","35.865","36.522"
"00:45:06","35.875","36.525"
"00:45:07","35.874","36.526"
"00:45:08","35.874","36.530"
"00:45:09","35.878","36.537"
"00:45:10","35.880","36.537"
"00:45:11","35.880","36.542"
"00:45:12","35.881","36.545"
"00:45:13","35.884","36.544"
"00:45:14","35.884","36.548"
"00:45:15","35.885","36.553"
"00:45:16","35.887","36.560"
"00:45:17","35.887","36.560"
"00:45:18","35.888","36.566"
"00:45:19","35.887","36.570"
"00:45:20","35.889","36.569"
"00:45:21","35.889","36.575"
"00:45:22","35.888","36.578"
"00:45:23","35.889","36.581"
"00:45:24","35.890","36.582"
"00:45:25","35.890","36.586"
"00:45:26","35.889","36.588"
"00:45:27","35.890","36.596"
"00:45:28","35.890","36.597"
"00:45:29","35.891","36.602"
"00:45:30","35.890","36.598"
"00:45:31","35.890","36.607"
"00:45:32","35.890","36.608"
"00:45:33","35.891","36.609"
"00:45:34","35.891","36.611"
"00:45:35","35.891","36.610"
"00:45:36","35.891","36.614"
"00:45:37","35.891","36.616"
"00:45:38","35.891","36.614"
"00:45:39","35.891","36.619"
"00:45:40","35.891","36.618"
"00:45:41","35.891","36.620"
"00:45:42","35.891","36.621"
"00:45:43","35.891","36.623"
"00:45:44","35.891","36.623"
"00:45:45","35.893","36.625"
"00:45:46","35.892","36.624"
"00:45:47","35.893","36.624"
"00:45:48","35.893","36.623"
"00:45:49","35.893","36.624"
"00:45:50","35.893","36.625"
"00:45:51","35.894","36.625"
"00:45:52","35.894","36.626"
"00:45:53","35.895","36.625"
"00:45:54","35.893","36.625"
"00:45:55","35.895","36.626"
"00:45:56","35.896","36.626"
"00:45:57","35.898","36.625"
"00:45:58","35.897","36.626"
"00:45:59","35.896","36.626"
"00:46:00","35.895","36.626"
"00:46:01","35.895","36.626"
"00:46:02","35.894","36.626"
"00:46:03","35.893","36.626"
"00:46:04","35.894","36.626"
"00:46:05","35.895","36.627"
"00:46:06","35.894","36.626"
"00:46:07","35.893","36.627"
"00:46:08","35.893","36.627"
"00:46:09","35.894","36.628"
"00:46:10","35.893","36.629"
"00:46:11","35.893","36.628"
"00:46:12","35.894","36.629"
"00:46:13","35.894","36.630"
"00:46:14","35.893","36.631"
"00:46:15","35.893","36.631"
"00:46:16","35.893","36.633"
"00:46:17","35.892","36.634"
"00:46:18","35.893","36.634"
"00:46:19","35.894","36.634"
"00:46:20","35.892","36.638"
"00:46:21","35.892","36.640"
"00:46:22","35.895","36.640"
"00:46:23","35.893","36.639"
"00:46:24","35.894","36.644"
"00:46:25","35.893","36.649"
"00:46:26","35.894","36.649"
"00:46:27","35.896","36.654"
"00:46:28","35.897","36.657"
"00:46:29","35.896","36.666"
"00:46:30","35.898","36.668"
"00:46:31","35.897","36.669"
"00:46:32","35.896","36.677"
"00:46:33","35.894","36.682"
"00:46:34","35.896","36.689"
"00:46:35","35.895","36.692"
"00:46:36","35.893","36.694"
"00:46:37","35.895","36.700"
"00:46:38","35.898","36.709"
"00:46:39","35.898","36.714"
"00:46:40","35.897","36.718"
"00:46:41","35.898","36.721"
"00:46:42","35.898","36.724"
"00:46:43","35.899","36.725"
"00:46:44","35.899","36.729"
"00:46:45","35.901","36.733"
"00:46:46","35.900","36.734"
"00:46:47","35.899","36.738"
"00:46:48","35.901","36.742"
"00:46:49","35.899","36.744"
"00:46:50","35.898","36.743"
"00:46:51","35.898","36.744"
"00:46:52","35.899","36.745"
"00:46:53","35.898","36.747"
"00:46:54","35.897","36.747"
"00:46:55","35.898","36.749"
"00:46:56","35.901","36.749"
"00:46:57","35.903","36.749"
"00:46:58","35.903","36.749"
"00:46:59","35.903","36.751"
"00:47:00","35.900","36.750"
"00:47:01","35.900","36.750"
"00:47:02","35.899","36.751"
"00:47:03","35.900","36.751"
"00:47:04","35.900","36.751"
"00:47:05","35.900","36.751"
"00:47:06","35.900","36.751"
"00:47:07","35.901","36.751"
"00:47:08","35.899","36.751"
"00:47:09","35.899","36.751"
"00:47:10","35.899","36.751"
"00:47:11","35.897","36.751"
"00:47:12","35.902","36.751"
"00:47:13","35.899","36.752"
"00:47:14","35.897","36.753"
"00:47:15","35.897","36.754"
"00:47:16","35.897","36.752"
"00:47:17","35.899","36.752"
"00:47:18","35.897","36.752"
"00:47:19","35.897","36.752"
"00:47:20","35.898","36.752"
"00:47:21","35.895","36.752"
"00:47:22","35.895","36.751"
"00:47:23","35.895","36.753"
"00:47:24","35.894","36.753"
"00:47:25","35.894","36.752"
"00:47:26","35.893","36.753"
"00:47:27","35.893","36.754"
"00:47:28","35.892","36.756"
"00:47:29","35.892","36.755"
"00:47:30","35.892","36.758"
"00:47:31","35.891","36.759"
"00:47:32","35.892","36.762"
"00:47:33","35.892","36.764"
"00:47:34","35.891","36.772"
"00:47:35","35.892","36.775"
"00:47:36","35.891","36.781"
"00:47:37","35.891","36.791"
"00:47:38","35.892","36.789"
"00:47:39","35.891","36.791"
"00:47:40","35.892","36.799"
"00:47:41","35.891","36.804"
"00:47:42","35.891","36.810"
"00:47:43","35.890","36.818"
"00:47:44","35.891","36.820"
"00:47:45","35.890","36.830"
"00:47:46","35.890","36.836"
"00:47:47","35.890","36.840"
"00:47:48","35.890","36.846"
"00:47:49","35.890","36.848"
"00:47:50","35.890","36.852"
"00:47:51","35.890","36.856"
"00:47:52","35.890","36.864"
"00:47:53","35.890","36.865"
"00:47:54","35.890","36.866"
"00:47:55","35.890","36.868"
"00:47:56","35.890","36.870"
"00:47:57","35.890","36.870"
"00:47:58","35.890","36.872"
"00:47:59","35.890","36.872"
"00:48:00","35.890","36.874"
"00:48:01","35.890","36.875"
"00:48:02","35.889","36.876"
"00:48:03","35.889","36.876"
"00:48:04","35.889","36.876"
"00:48:05","35.890","36.876"
"00:48:06","35.889","36.877"
"00:48:07","35.888","36.876"
"00:48:08","35.888","36.877"
"00:48:09","35.887","36.877"
"00:48:10","35.884","36.877"
"00:48:11","35.888","36.877"
"00:48:12","35.885","36.877"
"00:48:13","35.884","36.877"
"00:48:14","35.879","36.878"
"00:48:15","35.877","36.879"
"00:48:16","35.877","36.880"
"00:48:17","35.878","36.880"
"00:48:18","35.878","36.880"
"00:48:19","35.874","36.881"
"00:48:20","35.873","36.885"
"00:48:21","35.870","36.889"
"00:48:22","35.874","36.889"
"00:48:23","35.870","36.896"
"00:48:24","35.866","36.894"
"00:48:25","35.862","36.897"
"00:48:26","35.855","36.906"
"00:48:27","35.855","36.907"
"00:48:28","35.853","36.912"
"00:48:29","35.852","36.918"
"00:48:30","35.847","36.925"
"00:48:31","35.844","36.934"
"00:48:32","35.842","36.944"
"00:48:33","35.841","36.951"
"00:48:34","35.834","36.962"
"00:48:35","35.839","36.966"
"00:48:36","35.830","36.976"
"00:48:37","35.821","36.984"
"00:48:38","35.817","36.985"
"00:48:39","35.815","36.990"
"00:48:40","35.812","36.996"
"00:48:41","35.813","36.999"
"00:48:42","35.807","37.000"
"00:48:43","35.805","37.000"
"00:48:44","35.803","37.001"
"00:48:45","35.801","37.002"
"00:48:46","35.805","37.002"
"00:48:47","35.798","37.002"
"00:48:48","35.798","37.002"
"00:48:49","35.795","37.002"
"00:48:50","35.789","37.002"
"00:48:51","35.782","37.003"
"00:48:52","35.783","37.003"
"00:48:53","35.780","37.003"
"00:48:54","35.780","37.003"
"00:48:55","35.779","37.004"
"00:48:56","35.779","37.004"
"00:48:57","35.777","37.004"
"00:48:58","35.782","37.005"
"00:48:59","35.776","37.006"
"00:49:00","35.776","37.007"
"00:49:01","35.775","37.007"
"00:49:02","35.772","37.008"
"00:49:03","35.772","37.008"
"00:49:04","35.775","37.013"
"00:49:05","35.771","37.012"
"00:49:06","35.773","37.017"
"00:49:07","35.770","37.017"
"00:49:08","35.768","37.022"
"00:49:09","35.765","37.022"
"00:49:10","35.766","37.026"
"00:49:11","35.765","37.030"
"00:49:12","35.763","37.030"
"00:49:13","35.762","37.032"
"00:49:14","35.761","37.035"
"00:49:15","35.761","37.040"
"00:49:16","35.759","37.043"
"00:49:17","35.760","37.048"
"00:49:18","35.760","37.054"
"00:49:19","35.759","37.054"
"00:49:20","35.757","37.059"
"00:49:21","35.758","37.065"
"00:49:22","35.757","37.063"
"00:49:23","35.757","37.068"
"00:49:24","35.757","37.073"
"00:49:25","35.756","37.082"
"00:49:26","35.757","37.086"
"00:49:27","35.756","37.091"
"00:49:28","35.756","37.091"
"00:49:29","35.756","37.098"
"00:49:30","35.757","37.101"
"00:49:31","35.756","37.099"
"00:49:32","35.756","37.102"
"00:49:33","35.756","37.104"
"00:49:34","35.756","37.105"
"00:49:35","35.755","37.105"
"00:49:36","35.756","37.108"
"00:49:37","35.755","37.112"
"00:49:38","35.755","37.113"
"00:49:39","35.755","37.116"
"00:49:40","35.755","37.117"
"00:49:41","35.753","37.118"
"00:49:42","35.752","37.118"
"00:49:43","35.753","37.119"
"00:49:44","35.750","37.118"
"00:49:45","35.751","37.121"
"00:49:46","35.750","37.121"
"00:49:47","35.747","37.120"
"00:49:48","35.749","37.123"
"00:49:49","35.746","37.121"
"00:49:50","35.745","37.122"
"00:49:51","35.745","37.124"
"00:49:52","35.744","37.125"
"00:49:53","35.740","37.125"
"00:49:54","35.739","37.126"
"00:49:55","35.734","37.125"
"00:49:56","35.733","37.127"
"00:49:57","35.726","37.126"
"00:49:58","35.724","37.125"
"00:49:59","35.723","37.126"
"00:50:00","35.721","37.126"
"00:50:01","35.722","37.127"
"00:50:02","35.718","37.125"
"00:50:03","35.716","37.126"
"00:50:04","35.714","37.126"
"00:50:05","35.707","37.127"
"00:50:06","35.707","37.127"
"00:50:07","35.703","37.128"
"00:50:08","35.700","37.127"
"00:50:09","35.700","37.126"
"00:50:10","35.697","37.128"
"00:50:11","35.694","37.127"
"00:50:12","35.691","37.127"
"00:50:13","35.687","37.128"
"00:50:14","35.688","37.128"
"00:50:15","35.682","37.127"
"00:50:16","35.682","37.128"
"00:50:17","35.677","37.128"
"00:50:18","35.674","37.128"
"00:50:19","35.671","37.128"
"00:50:20","35.662","37.128"
"00:50:21","35.659","37.128"
"00:50:22","35.656","37.128"
"00:50:23","35.654","37.128"
"00:50:24","35.659","37.128"
"00:50:25","35.655","37.128"
"00:50:26","35.657","37.128"
"00:50:27","35.652","37.129"
"00:50:28","35.648","37.128"
"00:50:29","35.646","37.128"
"00:50:30","35.645","37.128"
"00:50:31","35.639","37.128"
"00:50:32","35.639","37.128"
"00:50:33","35.634","37.128"
"00:50:34","35.635","37.128"
"00:50:35","35.631","37.128"
"00:50:36","35.631","37.128"
"00:50:37","35.630","37.128"
"00:50:38","35.628","37.128"
"00:50:39","35.626","37.128"
"00:50:40","35.625","37.128"
"00:50:41","35.626","37.128"
"00:50:42","35.625","37.128"
"00:50:43","35.623","37.128"
"00:50:44","35.623","37.128"
"00:50:45","35.624","37.128"
"00:50:46","35.623","37.128"
"00:50:47","35.623","37.128"
"00:50:48","35.623","37.127"
"00:50:49","35.623","37.128"
"00:50:50","35.622","37.128"
"00:50:51","35.622","37.128"
"00:50:52","35.622","37.127"
"00:50:53","35.621","37.128"
"00:50:54","35.622","37.127"
"00:50:55","35.622","37.128"
"00:50:56","35.622","37.128"
"00:50:57","35.622","37.127"
"00:50:58","35.622","37.127"
"00:50:59","35.622","37.127"
"00:51:00","35.622","37.127"
"00:51:01","35.622","37.127"
"00:51:02","35.622","37.127"
"00:51:03","35.621","37.127"
"00:51:04","35.621","37.127"
"00:51:05","35.622","37.127"
"00:51:06","35.621","37.126"
"00:51:07","35.621","37.126"
"00:51:08","35.621","37.126"
"00:51:09","35.621","37.126"
"00:51:10","35.621","37.126"
"00:51:11","35.621","37.127"
"00:51:12","35.621","37.126"
"00:51:13","35.621","37.125"
"00:51:14","35.621","37.125"
"00:51:15","35.621","37.124"
"00:51:16","35.621","37.124"
"00:51:17","35.621","37.124"
"00:51:18","35.621","37.125"
"00:51:19","35.621","37.123"
"00:51:20","35.620","37.123"
"00:51:21","35.621","37.121"
"00:51:22","35.620","37.122"
"00:51:23","35.621","37.122"
"00:51:24","35.620","37.120"
"00:51:25","35.621","37.120"
"00:51:26","35.621","37.120"
"00:51:27","35.620","37.117"
"00:51:28","35.621","37.118"
"00:51:29","35.620","37.116"
"00:51:30","35.620","37.114"
"00:51:31","35.620","37.110"
"00:51:32","35.620","37.109"
"00:51:33","35.621","37.107"
"00:51:34","35.621","37.104"
"00:51:35","35.621","37.102"
"00:51:36","35.621","37.100"
"00:51:37","35.621","37.100"
"00:51:38","35.621","37.096"
"00:51:39","35.622","37.096"
"00:51:40","35.620","37.093"
"00:51:41","35.621","37.090"
"00:51:42","35.621","37.087"
"00:51:43","35.620","37.087"
"00:51:44","35.620","37.078"
"00:51:45","35.620","37.072"
"00:51:46","35.621","37.071"
"00:51:47","35.621","37.073"
"00:51:48","35.621","37.070"
"00:51:49","35.621","37.066"
"00:51:50","35.620","37.062"
"00:51:51","35.620","37.064"
"00:51:52","35.621","37.062"
"00:51:53","35.621","37.054"
"00:51:54","35.621","37.052"
"00:51:55","35.620","37.047"
"00:51:56","35.621","37.042"
"00:51:57","35.621","37.038"
"00:51:58","35.621","37.037"
"00:51:59","35.620","37.033"
"00:52:00","35.621","37.029"
"00:52:01","35.620","37.027"
"00:52:02","35.621","37.030"
"00:52:03","35.620","37.024"
"00:52:04","35.619","37.020"
"00:52:05","35.619","37.021"
"00:52:06","35.620","37.019"
"00:52:07","35.620","37.019"
"00:52:08","35.620","37.015"
"00:52:09","35.619","37.012"
"00:52:10","35.620","37.012"
"00:52:11","35.619","37.011"
"00:52:12","35.619","37.010"
"00:52:13","35.619","37.008"
"00:52:14","35.618","37.007"
"00:52:15","35.618","37.006"
"00:52:16","35.618","37.007"
"00:52:17","35.619","37.005"
"00:52:18","35.619","37.005"
"00:52:19","35.619","37.005"
"00:52:20","35.618","37.004"
"00:52:21","35.618","37.003"
"00:52:22","35.619","37.003"
"00:52:23","35.619","37.003"
"00:52:24","35.619","37.003"
"00:52:25","35.620","37.003"
"00:52:26","35.619","37.003"
"00:52:27","35.620","37.003"
"00:52:28","35.620","37.003"
"00:52:29","35.620","37.003"
"00:52:30","35.619","37.003"
"00:52:31","35.620","37.003"
"00:52:32","35.620","37.002"
"00:52:33","35.620","37.002"
"00:52:34","35.620","37.002"
"00:52:35","35.620","37.002"
"00:52:36","35.620","37.002"
"00:52:37","35.621","37.002"
"00:52:38","35.621","37.001"
"00:52:39","35.621","37.002"
"00:52:40","35.621","37.002"
"00:52:41","35.621","37.002"
"00:52:42","35.620","37.001"
"00:52:43","35.621","37.000"
"00:52:44","35.621","37.001"
"00:52:45","35.621","37.001"
"00:52:46","35.621","37.000"
"00:52:47","35.621","36.999"
"00:52:48","35.621","36.998"
"00:52:49","35.622","36.997"
"00:52:50","35.621","36.998"
"00:52:51","35.621","36.996"
"00:52:52","35.621","36.994"
"00:52:53","35.621","36.993"
"00:52:54","35.622","36.991"
"00:52:55","35.622","36.992"
"00:52:56","35.621","36.990"
"00:52:57","35.622","36.990"
"00:52:58","35.621","36.986"
"00:52:59","35.622","36.985"
"00:53:00","35.621","36.983"
"00:53:01","35.622","36.979"
"00:53:02","35.622","36.975"
"00:53:03","35.622","36.973"
"00:53:04","35.622","36.965"
"00:53:05","35.622","36.964"
"00:53:06","35.622","36.955"
"00:53:07","35.622","36.953"
"00:53:08","35.622","36.941"
"00:53:09","35.622","36.947"
"00:53:10","35.622","36.946"
"00:53:11","35.622","36.942"
"00:53:12","35.622","36.937"
"00:53:13","35.622","36.932"
"00:53:14","35.622","36.929"
"00:53:15","35.622","36.921"
"00:53:16","35.623","36.915"
"00:53:17","35.623","36.916"
"00:53:18","35.622","36.912"
"00:53:19","35.623","36.908"
